CPU,RAM (GB),HDD (GB),Velikost displeje ("),Rozliseni displeje,Cena (Kc)
Intel I7-7500U:1.00,4:0.25,320 HDD:0.00,13.3:0.57,1600x900:0.28,26967
Intel I7-6500U:0.64,2:0.00,320 HDD:0.00,15.6:0.85,1680x1050:0.42,28053
Intel I3-6200U:0.41,2:0.00,512 SSD:1.00,13:0.42,1600x900:0.28,31708
Intel I7-5500U:0.29,32:1.00,320 HDD:0.00,13.3:0.57,2560x1440:0.71,37432
Intel I3-7200U:0.76,32:1.00,512 SSD:1.00,13:0.42,2560x1440:0.71,41837
Intel I3-6200U:0.41,2:0.00,240 SSD:0.62,10:0.00,1680x1050:0.42,27976
Intel I5-7500U:0.88,6:0.37,1 000 HDD:0.37,10:0.00,2560x1440:0.71,28440
Intel I7-7200U:0.94,32:1.00,320 SSD:0.87,13.3:0.57,3840x2160:1.00,43245
Intel I5-6200U:0.47,6:0.37,500 HDD:0.12,14:0.71,2560x1440:0.71,27656
Intel I3-5100U:0.00,12:0.62,750 HDD:0.25,12:0.28,1680x1050:0.42,26524
Intel I5-7200U:0.82,24:0.87,128 SSD:0.50,13.3:0.57,1680x1050:0.42,30154
Intel I3-7200U:0.76,32:1.00,512 SSD:1.00,13.3:0.57,3840x2160:1.00,43758
Intel I5-7500U:0.88,4:0.25,320 SSD:0.87,15.6:0.85,1280x800:0.00,31723
Intel I7-5200U:0.23,8:0.50,240 SSD:0.62,10:0.00,1366x768:0.14,29143
Intel I7-7500U:1.00,3:0.12,500 HDD:0.12,11:0.14,1366x768:0.14,28745
Intel I5-5500U:0.17,6:0.37,240 SSD:0.62,13.3:0.57,2880x1800:0.85,34195
Intel I7-6200U:0.58,24:0.87,128 SSD:0.50,13:0.42,2880x1800:0.85,35279
Intel I3-6100U:0.35,32:1.00,512 SSD:1.00,15.6:0.85,2560x1440:0.71,41100
Intel I3-5100U:0.00,6:0.37,256 SSD:0.75,15.6:0.85,1680x1050:0.42,29255
Intel I5-6200U:0.47,4:0.25,256 SSD:0.75,12:0.28,1920x1080:0.57,31767
Intel I7-5500U:0.29,12:0.62,512 SSD:1.00,10:0.00,1280x800:0.00,37035
Intel I7-7200U:0.94,6:0.37,512 SSD:1.00,17.3:1.00,3840x2160:1.00,48839
Intel I7-7500U:1.00,2:0.00,750 HDD:0.25,15.6:0.85,1920x1080:0.57,34985
Intel I7-6200U:0.58,4:0.25,1 000 HDD:0.37,14:0.71,1366x768:0.14,27053
Intel I7-5200U:0.23,6:0.37,320 SSD:0.87,11:0.14,3840x2160:1.00,38975
Intel I7-5200U:0.23,8:0.50,256 SSD:0.75,11:0.14,1600x900:0.28,31164
Intel I3-7200U:0.76,4:0.25,320 HDD:0.00,17.3:1.00,1366x768:0.14,28932
Intel I3-7200U:0.76,32:1.00,500 HDD:0.12,12:0.28,2560x1440:0.71,31002
Intel I5-7500U:0.88,16:0.75,256 SSD:0.75,13:0.42,1600x900:0.28,30231
Intel I3-7100U:0.70,16:0.75,750 HDD:0.25,11:0.14,1280x800:0.00,24265
Intel I3-6200U:0.41,3:0.12,240 SSD:0.62,14:0.71,1366x768:0.14,27514
Intel I7-7500U:1.00,16:0.75,500 HDD:0.12,12:0.28,1280x800:0.00,30034
Intel I7-6200U:0.58,12:0.62,1 000 HDD:0.37,10:0.00,1280x800:0.00,26485
Intel I5-7200U:0.82,8:0.50,1 000 HDD:0.37,17.3:1.00,1280x800:0.00,29737
Intel I3-5200U:0.05,8:0.50,500 HDD:0.12,10:0.00,2880x1800:0.85,30885
Intel I5-5200U:0.11,4:0.25,240 SSD:0.62,17.3:1.00,2560x1440:0.71,34123
Intel I7-7200U:0.94,8:0.50,1 000 HDD:0.37,17.3:1.00,1280x800:0.00,30880
Intel I5-6200U:0.47,6:0.37,320 SSD:0.87,13.3:0.57,1600x900:0.28,31555
Intel I7-7200U:0.94,4:0.25,500 HDD:0.12,15.6:0.85,1920x1080:0.57,30177
Intel I7-5200U:0.23,8:0.50,240 SSD:0.62,10:0.00,1600x900:0.28,27271
Intel I5-6500U:0.52,3:0.12,500 HDD:0.12,12:0.28,1920x1080:0.57,29012
Intel I3-5100U:0.00,6:0.37,256 SSD:0.75,10:0.00,1366x768:0.14,26962
Intel I7-5200U:0.23,24:0.87,1 000 HDD:0.37,15.6:0.85,1280x800:0.00,33718
Intel I7-7200U:0.94,16:0.75,320 HDD:0.00,10:0.00,1280x800:0.00,29284
Intel I3-5200U:0.05,3:0.12,256 SSD:0.75,15.6:0.85,2560x1440:0.71,32803
Intel I3-7100U:0.70,6:0.37,750 HDD:0.25,14:0.71,1920x1080:0.57,28503
Intel I5-7500U:0.88,4:0.25,500 HDD:0.12,13:0.42,1920x1080:0.57,30088
Intel I7-6200U:0.58,32:1.00,256 SSD:0.75,13.3:0.57,1600x900:0.28,34977
Intel I7-6200U:0.58,12:0.62,1 000 HDD:0.37,11:0.14,3840x2160:1.00,37417
Intel I7-6200U:0.58,3:0.12,320 HDD:0.00,15.6:0.85,1680x1050:0.42,30449
Intel I3-5100U:0.00,24:0.87,128 SSD:0.50,17.3:1.00,2880x1800:0.85,38254
Intel I3-5100U:0.00,16:0.75,500 HDD:0.12,17.3:1.00,1600x900:0.28,27594
Intel I3-6200U:0.41,24:0.87,500 HDD:0.12,10:0.00,2560x1440:0.71,29290
Intel I7-6200U:0.58,4:0.25,750 HDD:0.25,17.3:1.00,1600x900:0.28,33699
Intel I3-5200U:0.05,4:0.25,128 SSD:0.50,17.3:1.00,1600x900:0.28,29391
Intel I5-5200U:0.11,16:0.75,128 SSD:0.50,17.3:1.00,2560x1440:0.71,37366
Intel I3-7100U:0.70,8:0.50,512 SSD:1.00,14:0.71,1600x900:0.28,37304
Intel I5-7500U:0.88,4:0.25,750 HDD:0.25,15.6:0.85,1920x1080:0.57,31179
Intel I3-6200U:0.41,16:0.75,1 000 HDD:0.37,17.3:1.00,1600x900:0.28,32714
Intel I5-5200U:0.11,32:1.00,240 SSD:0.62,12:0.28,1600x900:0.28,32211
Intel I3-5200U:0.05,2:0.00,320 SSD:0.87,11:0.14,1680x1050:0.42,26415
Intel I5-6500U:0.52,24:0.87,240 SSD:0.62,13.3:0.57,1280x800:0.00,29886
Intel I5-5200U:0.11,24:0.87,512 SSD:1.00,13.3:0.57,2880x1800:0.85,41600
Intel I3-6100U:0.35,4:0.25,320 HDD:0.00,10:0.00,1920x1080:0.57,26208
Intel I3-5200U:0.05,4:0.25,256 SSD:0.75,15.6:0.85,2560x1440:0.71,30280
Intel I3-7200U:0.76,8:0.50,750 HDD:0.25,13:0.42,1280x800:0.00,22849
Intel I5-5500U:0.17,32:1.00,750 HDD:0.25,15.6:0.85,1920x1080:0.57,35137
Intel I7-5500U:0.29,32:1.00,320 SSD:0.87,14:0.71,1920x1080:0.57,37140
Intel I5-7200U:0.82,24:0.87,750 HDD:0.25,12:0.28,3840x2160:1.00,38759
Intel I3-7100U:0.70,12:0.62,1 000 HDD:0.37,11:0.14,2880x1800:0.85,29725
Intel I5-5200U:0.11,2:0.00,500 HDD:0.12,13:0.42,3840x2160:1.00,32512
Intel I3-5200U:0.05,4:0.25,320 HDD:0.00,12:0.28,1920x1080:0.57,25069
Intel I5-5200U:0.11,4:0.25,1 000 HDD:0.37,14:0.71,1280x800:0.00,27358
Intel I3-5200U:0.05,2:0.00,500 HDD:0.12,11:0.14,1366x768:0.14,21884
Intel I7-5200U:0.23,24:0.87,512 SSD:1.00,14:0.71,1680x1050:0.42,38927
Intel I7-6500U:0.64,16:0.75,256 SSD:0.75,13:0.42,1680x1050:0.42,32594
Intel I7-5200U:0.23,3:0.12,320 SSD:0.87,10:0.00,1680x1050:0.42,29770
Intel I5-6200U:0.47,8:0.50,240 SSD:0.62,13.3:0.57,1366x768:0.14,30377
Intel I3-6100U:0.35,4:0.25,512 SSD:1.00,17.3:1.00,1680x1050:0.42,36869
Intel I3-5200U:0.05,24:0.87,512 SSD:1.00,17.3:1.00,2880x1800:0.85,45565
Intel I3-7200U:0.76,3:0.12,512 SSD:1.00,17.3:1.00,1680x1050:0.42,39053
Intel I7-5500U:0.29,12:0.62,320 HDD:0.00,15.6:0.85,1366x768:0.14,31107
Intel I7-5200U:0.23,16:0.75,240 SSD:0.62,15.6:0.85,1680x1050:0.42,31910
Intel I5-6500U:0.52,3:0.12,512 SSD:1.00,12:0.28,1366x768:0.14,33026
Intel I3-6200U:0.41,32:1.00,512 SSD:1.00,12:0.28,1280x800:0.00,38869
Intel I3-6200U:0.41,8:0.50,320 HDD:0.00,13:0.42,1920x1080:0.57,26964
Intel I5-5500U:0.17,32:1.00,512 SSD:1.00,13.3:0.57,1600x900:0.28,39780
Intel I3-7200U:0.76,6:0.37,500 HDD:0.12,11:0.14,1366x768:0.14,23331
Intel I5-5200U:0.11,4:0.25,512 SSD:1.00,14:0.71,1280x800:0.00,33861
Intel I3-5200U:0.05,24:0.87,256 SSD:0.75,13:0.42,1920x1080:0.57,31510
Intel I5-6200U:0.47,2:0.00,512 SSD:1.00,10:0.00,3840x2160:1.00,41097
Intel I5-6500U:0.52,32:1.00,512 SSD:1.00,13:0.42,3840x2160:1.00,43026
Intel I3-7100U:0.70,6:0.37,512 SSD:1.00,10:0.00,1366x768:0.14,33808
Intel I5-6500U:0.52,3:0.12,240 SSD:0.62,13:0.42,1280x800:0.00,28290
Intel I7-6500U:0.64,3:0.12,512 SSD:1.00,13:0.42,3840x2160:1.00,39862
Intel I5-5500U:0.17,16:0.75,320 HDD:0.00,10:0.00,1366x768:0.14,25012
Intel I3-5100U:0.00,6:0.37,750 HDD:0.25,10:0.00,2560x1440:0.71,28228
Intel I7-5200U:0.23,3:0.12,128 SSD:0.50,13:0.42,1680x1050:0.42,26183
Intel I5-7200U:0.82,3:0.12,750 HDD:0.25,10:0.00,1680x1050:0.42,27284
Intel I7-6200U:0.58,24:0.87,128 SSD:0.50,15.6:0.85,1366x768:0.14,35218
Intel I7-6200U:0.58,12:0.62,500 HDD:0.12,12:0.28,2560x1440:0.71,29608
Intel I3-7200U:0.76,8:0.50,240 SSD:0.62,13:0.42,1280x800:0.00,27031
Intel I5-7500U:0.88,8:0.50,128 SSD:0.50,13.3:0.57,1680x1050:0.42,28532
Intel I3-5200U:0.05,6:0.37,256 SSD:0.75,12:0.28,1600x900:0.28,27286
Intel I7-5200U:0.23,4:0.25,512 SSD:1.00,15.6:0.85,1600x900:0.28,40001
Intel I3-5200U:0.05,3:0.12,320 HDD:0.00,14:0.71,1680x1050:0.42,23201
Intel I5-5200U:0.11,12:0.62,256 SSD:0.75,11:0.14,1680x1050:0.42,28689
Intel I3-5200U:0.05,8:0.50,750 HDD:0.25,13.3:0.57,3840x2160:1.00,31127
Intel I5-6200U:0.47,6:0.37,320 HDD:0.00,10:0.00,1600x900:0.28,24350
Intel I3-6100U:0.35,3:0.12,500 HDD:0.12,12:0.28,1680x1050:0.42,23826
Intel I5-7500U:0.88,2:0.00,1 000 HDD:0.37,11:0.14,1600x900:0.28,26612
Intel I3-6100U:0.35,3:0.12,320 SSD:0.87,17.3:1.00,2880x1800:0.85,36714
Intel I3-5200U:0.05,16:0.75,750 HDD:0.25,13.3:0.57,1280x800:0.00,26240
Intel I3-5200U:0.05,24:0.87,240 SSD:0.62,13:0.42,3840x2160:1.00,38086
Intel I7-6200U:0.58,12:0.62,500 HDD:0.12,13.3:0.57,3840x2160:1.00,36189
Intel I7-6500U:0.64,8:0.50,256 SSD:0.75,15.6:0.85,1280x800:0.00,33876
Intel I3-5100U:0.00,16:0.75,128 SSD:0.50,15.6:0.85,1280x800:0.00,28407
Intel I5-7200U:0.82,2:0.00,240 SSD:0.62,11:0.14,1600x900:0.28,26091
Intel I3-6200U:0.41,6:0.37,750 HDD:0.25,15.6:0.85,1920x1080:0.57,29155
Intel I3-7200U:0.76,3:0.12,320 SSD:0.87,14:0.71,1680x1050:0.42,32411
Intel I3-5100U:0.00,8:0.50,512 SSD:1.00,14:0.71,1600x900:0.28,32075
Intel I5-6200U:0.47,2:0.00,1 000 HDD:0.37,13.3:0.57,2880x1800:0.85,29712
Intel I3-5100U:0.00,4:0.25,320 HDD:0.00,11:0.14,1600x900:0.28,20831
Intel I5-6200U:0.47,8:0.50,1 000 HDD:0.37,12:0.28,1280x800:0.00,25413
Intel I5-6500U:0.52,3:0.12,240 SSD:0.62,15.6:0.85,1920x1080:0.57,31249
Intel I3-5200U:0.05,4:0.25,320 HDD:0.00,15.6:0.85,3840x2160:1.00,32876
Intel I3-6100U:0.35,8:0.50,320 SSD:0.87,17.3:1.00,1366x768:0.14,34169
Intel I7-7200U:0.94,16:0.75,128 SSD:0.50,17.3:1.00,1680x1050:0.42,35920
Intel I3-5200U:0.05,24:0.87,750 HDD:0.25,11:0.14,3840x2160:1.00,34338
Intel I5-6500U:0.52,8:0.50,240 SSD:0.62,13:0.42,3840x2160:1.00,33871
Intel I3-7200U:0.76,2:0.00,512 SSD:1.00,15.6:0.85,1280x800:0.00,34585
Intel I3-7100U:0.70,6:0.37,320 HDD:0.00,11:0.14,1600x900:0.28,25106
Intel I3-5200U:0.05,2:0.00,320 HDD:0.00,12:0.28,2880x1800:0.85,28873
Intel I5-5200U:0.11,24:0.87,128 SSD:0.50,13:0.42,1600x900:0.28,28370
Intel I5-6500U:0.52,3:0.12,128 SSD:0.50,14:0.71,1366x768:0.14,26078
Intel I5-5200U:0.11,24:0.87,1 000 HDD:0.37,11:0.14,2880x1800:0.85,34141
Intel I7-5500U:0.29,6:0.37,750 HDD:0.25,13:0.42,1280x800:0.00,24748
Intel I5-6500U:0.52,2:0.00,750 HDD:0.25,10:0.00,1920x1080:0.57,26615
Intel I7-5500U:0.29,8:0.50,256 SSD:0.75,12:0.28,2560x1440:0.71,33072
Intel I7-6500U:0.64,8:0.50,320 SSD:0.87,10:0.00,1920x1080:0.57,37402
Intel I3-5100U:0.00,32:1.00,500 HDD:0.12,15.6:0.85,1680x1050:0.42,29712
Intel I3-5100U:0.00,6:0.37,1 000 HDD:0.37,12:0.28,1600x900:0.28,24660
Intel I7-7200U:0.94,24:0.87,1 000 HDD:0.37,14:0.71,3840x2160:1.00,37274
Intel I3-6100U:0.35,32:1.00,320 HDD:0.00,13.3:0.57,1366x768:0.14,29071
Intel I3-6200U:0.41,2:0.00,320 SSD:0.87,10:0.00,2880x1800:0.85,34313
Intel I7-5500U:0.29,4:0.25,1 000 HDD:0.37,13:0.42,2880x1800:0.85,32017
Intel I3-6200U:0.41,3:0.12,750 HDD:0.25,11:0.14,1600x900:0.28,23259
Intel I3-5100U:0.00,2:0.00,240 SSD:0.62,10:0.00,1680x1050:0.42,25771
Intel I5-6200U:0.47,4:0.25,512 SSD:1.00,12:0.28,1920x1080:0.57,36476
Intel I3-5200U:0.05,2:0.00,128 SSD:0.50,17.3:1.00,1680x1050:0.42,29681
Intel I3-5200U:0.05,3:0.12,256 SSD:0.75,14:0.71,1280x800:0.00,26598
Intel I3-7100U:0.70,2:0.00,320 HDD:0.00,12:0.28,1920x1080:0.57,24611
Intel I3-7200U:0.76,16:0.75,240 SSD:0.62,10:0.00,1920x1080:0.57,33106
Intel I7-6200U:0.58,16:0.75,128 SSD:0.50,12:0.28,1600x900:0.28,29868
Intel I3-7100U:0.70,6:0.37,256 SSD:0.75,13:0.42,3840x2160:1.00,35304
Intel I7-5500U:0.29,4:0.25,512 SSD:1.00,15.6:0.85,1600x900:0.28,39807
Intel I5-6200U:0.47,16:0.75,1 000 HDD:0.37,15.6:0.85,2560x1440:0.71,34570
Intel I7-6200U:0.58,12:0.62,320 SSD:0.87,11:0.14,1600x900:0.28,30467
Intel I3-6100U:0.35,12:0.62,500 HDD:0.12,12:0.28,3840x2160:1.00,31321
Intel I7-7200U:0.94,24:0.87,1 000 HDD:0.37,14:0.71,2880x1800:0.85,34500
Intel I3-5100U:0.00,16:0.75,750 HDD:0.25,10:0.00,2880x1800:0.85,29984
Intel I5-5200U:0.11,16:0.75,500 HDD:0.12,13:0.42,2880x1800:0.85,28780
Intel I3-7200U:0.76,8:0.50,256 SSD:0.75,17.3:1.00,1920x1080:0.57,35905
Intel I7-5500U:0.29,32:1.00,320 SSD:0.87,10:0.00,1280x800:0.00,32796
Intel I7-7200U:0.94,6:0.37,320 SSD:0.87,17.3:1.00,1680x1050:0.42,38843
Intel I7-6200U:0.58,8:0.50,256 SSD:0.75,12:0.28,1920x1080:0.57,32693
Intel I7-7500U:1.00,8:0.50,512 SSD:1.00,12:0.28,1280x800:0.00,35594
Intel I7-7500U:1.00,2:0.00,256 SSD:0.75,12:0.28,1600x900:0.28,27739
Intel I3-7200U:0.76,4:0.25,1 000 HDD:0.37,14:0.71,1600x900:0.28,26557
Intel I3-5100U:0.00,4:0.25,750 HDD:0.25,15.6:0.85,2880x1800:0.85,32028
Intel I7-5500U:0.29,6:0.37,512 SSD:1.00,17.3:1.00,1680x1050:0.42,42333
Intel I7-6500U:0.64,4:0.25,128 SSD:0.50,13:0.42,1600x900:0.28,28291
Intel I3-5200U:0.05,32:1.00,512 SSD:1.00,14:0.71,1366x768:0.14,40210
Intel I7-6200U:0.58,12:0.62,320 HDD:0.00,10:0.00,1280x800:0.00,27136
Intel I5-6500U:0.52,16:0.75,320 HDD:0.00,17.3:1.00,3840x2160:1.00,36321
Intel I3-7200U:0.76,24:0.87,1 000 HDD:0.37,17.3:1.00,1366x768:0.14,34427
Intel I7-5200U:0.23,24:0.87,512 SSD:1.00,11:0.14,2560x1440:0.71,39479
Intel I5-6500U:0.52,12:0.62,256 SSD:0.75,14:0.71,2880x1800:0.85,37089
Intel I7-5500U:0.29,3:0.12,500 HDD:0.12,13:0.42,1600x900:0.28,25577
Intel I5-6500U:0.52,3:0.12,1 000 HDD:0.37,15.6:0.85,3840x2160:1.00,35425
Intel I3-6200U:0.41,16:0.75,320 HDD:0.00,14:0.71,1920x1080:0.57,28406
Intel I5-7500U:0.88,6:0.37,256 SSD:0.75,12:0.28,1680x1050:0.42,29001
Intel I3-7200U:0.76,3:0.12,320 SSD:0.87,13:0.42,2880x1800:0.85,31713
Intel I3-7200U:0.76,8:0.50,512 SSD:1.00,12:0.28,1280x800:0.00,32601
Intel I7-6200U:0.58,12:0.62,320 HDD:0.00,15.6:0.85,1280x800:0.00,30521
Intel I3-6100U:0.35,4:0.25,320 SSD:0.87,14:0.71,2880x1800:0.85,35212
Intel I3-7200U:0.76,24:0.87,750 HDD:0.25,13:0.42,1920x1080:0.57,29639
Intel I3-5200U:0.05,8:0.50,1 000 HDD:0.37,10:0.00,1600x900:0.28,26478
Intel I7-7200U:0.94,16:0.75,750 HDD:0.25,13:0.42,1600x900:0.28,28015
Intel I7-5200U:0.23,3:0.12,128 SSD:0.50,13.3:0.57,1366x768:0.14,27467
Intel I7-7200U:0.94,3:0.12,512 SSD:1.00,10:0.00,1600x900:0.28,34327
Intel I3-5100U:0.00,3:0.12,240 SSD:0.62,12:0.28,2560x1440:0.71,25915
Intel I7-6500U:0.64,2:0.00,320 SSD:0.87,15.6:0.85,1600x900:0.28,36206
Intel I7-5200U:0.23,16:0.75,240 SSD:0.62,13.3:0.57,2880x1800:0.85,33056
Intel I5-5500U:0.17,16:0.75,240 SSD:0.62,10:0.00,1600x900:0.28,31395
Intel I5-7500U:0.88,16:0.75,320 HDD:0.00,10:0.00,1600x900:0.28,29850
Intel I3-7200U:0.76,2:0.00,256 SSD:0.75,10:0.00,1280x800:0.00,26054
Intel I5-5500U:0.17,3:0.12,240 SSD:0.62,11:0.14,1600x900:0.28,29062
Intel I3-6200U:0.41,24:0.87,1 000 HDD:0.37,15.6:0.85,1920x1080:0.57,31544
Intel I5-7500U:0.88,24:0.87,320 HDD:0.00,12:0.28,2880x1800:0.85,33734
Intel I5-5500U:0.17,3:0.12,256 SSD:0.75,11:0.14,2880x1800:0.85,32257
Intel I3-6200U:0.41,2:0.00,240 SSD:0.62,13:0.42,2560x1440:0.71,27968
Intel I7-7200U:0.94,32:1.00,128 SSD:0.50,13.3:0.57,1680x1050:0.42,32709
Intel I5-6200U:0.47,6:0.37,256 SSD:0.75,17.3:1.00,1280x800:0.00,32031
Intel I5-7200U:0.82,4:0.25,240 SSD:0.62,17.3:1.00,1600x900:0.28,30409
Intel I7-5200U:0.23,16:0.75,1 000 HDD:0.37,13.3:0.57,1600x900:0.28,29454
Intel I3-7200U:0.76,3:0.12,256 SSD:0.75,10:0.00,1680x1050:0.42,27086
Intel I5-5500U:0.17,4:0.25,512 SSD:1.00,17.3:1.00,2560x1440:0.71,42523
Intel I3-6100U:0.35,6:0.37,320 SSD:0.87,15.6:0.85,1280x800:0.00,31336
Intel I7-6500U:0.64,16:0.75,128 SSD:0.50,14:0.71,3840x2160:1.00,36123
Intel I3-5100U:0.00,6:0.37,750 HDD:0.25,14:0.71,1920x1080:0.57,28817
Intel I7-7200U:0.94,8:0.50,320 SSD:0.87,13.3:0.57,3840x2160:1.00,38146
Intel I7-6500U:0.64,16:0.75,128 SSD:0.50,13.3:0.57,1920x1080:0.57,32464
Intel I5-7200U:0.82,2:0.00,500 HDD:0.12,17.3:1.00,2560x1440:0.71,32756
Intel I7-5200U:0.23,8:0.50,750 HDD:0.25,13.3:0.57,1366x768:0.14,28821
Intel I7-5500U:0.29,32:1.00,128 SSD:0.50,15.6:0.85,1366x768:0.14,34928
Intel I5-5200U:0.11,16:0.75,320 HDD:0.00,14:0.71,1920x1080:0.57,29385
Intel I7-6500U:0.64,2:0.00,512 SSD:1.00,12:0.28,1280x800:0.00,32557
Intel I7-6500U:0.64,12:0.62,512 SSD:1.00,15.6:0.85,1920x1080:0.57,43184
Intel I3-6200U:0.41,4:0.25,1 000 HDD:0.37,13.3:0.57,1600x900:0.28,26243
Intel I5-7500U:0.88,4:0.25,750 HDD:0.25,12:0.28,1600x900:0.28,26698
Intel I7-5200U:0.23,3:0.12,320 SSD:0.87,11:0.14,2560x1440:0.71,31950
Intel I7-6500U:0.64,3:0.12,750 HDD:0.25,13:0.42,2880x1800:0.85,33772
Intel I3-5100U:0.00,16:0.75,320 SSD:0.87,10:0.00,1280x800:0.00,30122
Intel I3-6200U:0.41,16:0.75,240 SSD:0.62,12:0.28,2560x1440:0.71,33386
Intel I5-5500U:0.17,2:0.00,240 SSD:0.62,17.3:1.00,3840x2160:1.00,38501
Intel I3-7200U:0.76,3:0.12,1 000 HDD:0.37,13:0.42,1600x900:0.28,24800
Intel I3-7100U:0.70,8:0.50,240 SSD:0.62,13.3:0.57,2560x1440:0.71,30155
Intel I3-6200U:0.41,8:0.50,1 000 HDD:0.37,17.3:1.00,1280x800:0.00,30947
Intel I7-7500U:1.00,24:0.87,256 SSD:0.75,14:0.71,2880x1800:0.85,38381
Intel I5-7200U:0.82,3:0.12,320 SSD:0.87,12:0.28,1280x800:0.00,30047
Intel I7-6200U:0.58,24:0.87,256 SSD:0.75,15.6:0.85,1366x768:0.14,35747
Intel I7-7500U:1.00,32:1.00,750 HDD:0.25,10:0.00,1920x1080:0.57,32261
Intel I7-7500U:1.00,3:0.12,320 SSD:0.87,14:0.71,3840x2160:1.00,42207
Intel I3-7100U:0.70,4:0.25,320 SSD:0.87,14:0.71,1920x1080:0.57,29627
Intel I5-7500U:0.88,32:1.00,128 SSD:0.50,15.6:0.85,1920x1080:0.57,35950
Intel I5-6200U:0.47,16:0.75,1 000 HDD:0.37,13.3:0.57,1600x900:0.28,28145
Intel I7-6500U:0.64,2:0.00,256 SSD:0.75,13:0.42,1680x1050:0.42,28729
Intel I3-6200U:0.41,16:0.75,512 SSD:1.00,15.6:0.85,2560x1440:0.71,43617
Intel I5-5500U:0.17,4:0.25,320 SSD:0.87,13:0.42,3840x2160:1.00,35599
Intel I3-7100U:0.70,24:0.87,320 HDD:0.00,11:0.14,1280x800:0.00,26934
Intel I5-5500U:0.17,32:1.00,750 HDD:0.25,17.3:1.00,2560x1440:0.71,37027
Intel I3-7200U:0.76,6:0.37,500 HDD:0.12,15.6:0.85,1680x1050:0.42,28844
Intel I7-7500U:1.00,32:1.00,240 SSD:0.62,13:0.42,1600x900:0.28,36727
Intel I3-5200U:0.05,6:0.37,128 SSD:0.50,14:0.71,1366x768:0.14,26767
Intel I3-6200U:0.41,8:0.50,500 HDD:0.12,17.3:1.00,1920x1080:0.57,30619
Intel I7-7500U:1.00,4:0.25,320 SSD:0.87,17.3:1.00,2560x1440:0.71,39489
Intel I7-6500U:0.64,32:1.00,320 HDD:0.00,12:0.28,1600x900:0.28,30119
Intel I7-7200U:0.94,8:0.50,512 SSD:1.00,15.6:0.85,3840x2160:1.00,50159
Intel I3-7100U:0.70,2:0.00,1 000 HDD:0.37,10:0.00,1366x768:0.14,23416
Intel I3-5200U:0.05,4:0.25,512 SSD:1.00,13.3:0.57,1366x768:0.14,34565
Intel I7-7500U:1.00,16:0.75,320 SSD:0.87,13:0.42,1366x768:0.14,33914
Intel I7-6500U:0.64,12:0.62,750 HDD:0.25,13.3:0.57,1600x900:0.28,30637
Intel I3-7100U:0.70,2:0.00,500 HDD:0.12,10:0.00,1280x800:0.00,22782
Intel I7-6500U:0.64,12:0.62,320 SSD:0.87,13.3:0.57,1680x1050:0.42,35122
Intel I3-5200U:0.05,3:0.12,128 SSD:0.50,12:0.28,2560x1440:0.71,27375
Intel I5-7500U:0.88,32:1.00,256 SSD:0.75,12:0.28,1920x1080:0.57,34075
Intel I7-5200U:0.23,16:0.75,240 SSD:0.62,17.3:1.00,3840x2160:1.00,41041
Intel I5-5500U:0.17,32:1.00,320 SSD:0.87,12:0.28,1920x1080:0.57,37529
Intel I3-5100U:0.00,2:0.00,750 HDD:0.25,12:0.28,3840x2160:1.00,30114
Intel I7-6500U:0.64,16:0.75,1 000 HDD:0.37,12:0.28,1680x1050:0.42,28475
Intel I3-6100U:0.35,2:0.00,500 HDD:0.12,10:0.00,1920x1080:0.57,25602
Intel I3-5200U:0.05,16:0.75,512 SSD:1.00,12:0.28,2880x1800:0.85,36509
Intel I7-6500U:0.64,12:0.62,128 SSD:0.50,12:0.28,3840x2160:1.00,38666
Intel I3-7200U:0.76,12:0.62,750 HDD:0.25,10:0.00,2560x1440:0.71,28628
Intel I7-7200U:0.94,6:0.37,128 SSD:0.50,11:0.14,1280x800:0.00,27206
Intel I5-5500U:0.17,4:0.25,320 HDD:0.00,17.3:1.00,1920x1080:0.57,31062
Intel I3-6100U:0.35,8:0.50,512 SSD:1.00,11:0.14,1680x1050:0.42,35785
Intel I7-6200U:0.58,16:0.75,750 HDD:0.25,12:0.28,2880x1800:0.85,34873
Intel I5-7200U:0.82,16:0.75,500 HDD:0.12,11:0.14,1366x768:0.14,26269
Intel I3-7100U:0.70,24:0.87,240 SSD:0.62,13.3:0.57,1600x900:0.28,31664
Intel I7-5500U:0.29,3:0.12,240 SSD:0.62,10:0.00,1366x768:0.14,27856
Intel I5-5500U:0.17,32:1.00,512 SSD:1.00,14:0.71,2560x1440:0.71,41901
Intel I3-5100U:0.00,8:0.50,320 HDD:0.00,11:0.14,3840x2160:1.00,31984
Intel I7-6200U:0.58,3:0.12,320 HDD:0.00,13:0.42,1280x800:0.00,25732
Intel I5-7200U:0.82,32:1.00,512 SSD:1.00,10:0.00,3840x2160:1.00,43631
Intel I5-5500U:0.17,3:0.12,256 SSD:0.75,17.3:1.00,1366x768:0.14,31158
Intel I7-5200U:0.23,32:1.00,500 HDD:0.12,13:0.42,1600x900:0.28,28767
Intel I7-7200U:0.94,2:0.00,512 SSD:1.00,12:0.28,3840x2160:1.00,44303
Intel I3-5200U:0.05,6:0.37,240 SSD:0.62,12:0.28,3840x2160:1.00,35480
Intel I7-6500U:0.64,2:0.00,512 SSD:1.00,11:0.14,2560x1440:0.71,37982
